iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AIA,North America,Anguilla,2021-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341,1341,NA,NA,149,8.94,8.94,NA,9932,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2762,2762,NA,1421,331,18.41,18.41,NA,22064,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,NA,NA,NA,21530,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,21064,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,NA,20597,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,NA,20064,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,NA,NA,NA,19597,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,19064,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,6466,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,6466,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,6466,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,6466,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,6466,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929,3929,NA,NA,97,26.19,26.19,NA,6466,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,6199,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,5933,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,5733,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,5466,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,5199,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,4933,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,4666,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,4666,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,4666,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,4666,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700,4700,NA,NA,70,31.33,31.33,NA,4666,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,4733,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,4733,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,4799,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000,NA,NA,73,33.33,33.33,NA,4866,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,4733,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,4599,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,4533,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,4333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,4199,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5348,5348,NA,NA,60,35.65,35.65,NA,3999,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,3533,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,3133,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,2800,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,2400,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,2066,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,1733,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
AIA,North America,Anguilla,2021-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5835,5835,NA,NA,20,38.89,38.89,NA,1333,NA,15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA
ATG,North America,Antigua and Barbuda,2020-03-13,1,1,NA,NA,NA,NA,10.212,10.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97928,231.845,32.1,6.933,4.631,21490.943,NA,191.511,13.17,NA,NA,NA,3.8,77.02,0.778
ATG,North America,Antigua and Barbuda,2020-03-14,1,0,NA,NA,NA,NA,10.212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97928,231.845,32.1,6.933,4.631,21490.943,NA,191.511,13.17,NA,NA,NA,3.8,77.02,0.778
ATG,North America,Antigua and Barbuda,2020-03-15,1,0,NA,NA,NA,NA,10.212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97928,231.845,32.1,6.933,4.631,21490.943,NA,191.511,13.17,NA,NA,NA,3.8,77.02,0.778
ATG,North America,Antigua and Barbuda,2020-03-16,1,0,NA,NA,NA,NA,10.212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97928,231.845,32.1,6.933,4.631,21490.943,NA,191.511,13.17,NA,NA,NA,3.8,77.02,0.778
